source_file,product_family,policy_number,insurer,policyholder,insured,agent_or_broker,insured_activity,insured_products,risk_code,scope_of_insurance,sum_guaranteed,sum_guaranteed_amount,territorial_scope,insurance_period,turnover,turnover_amount,rate,rate_primary_per_mille,premium,premium_amount,premium_payment,additional_clauses,additional_conditions,covers_general_liability,covers_professional_liability,covers_product_liability,covers_completed_operations,covers_pure_financial_loss,covers_employers_liability,covers_documents_loss,covers_subcontractors,usa_canada_included
2010-05-21_Graform_draft polisy.docx,oc_produkt_lub_mieszane,,HDI-Gerling Polska Towarzystwo Ubezpieczeń S.A.,,,Mentor S.A.,"Produkcja form wtryskowych do produkcji wyrobów z tworzyw sztucznych, | Produkcja i montaż wyrobów z tworzyw sztucznych | Produkcja mebli.",,,Odpowiedzialność cywilna z tytułu prowadzonej działalności i posiadania mienia z włączeniem Odpowiedzialności za Produkt i Wykonane Usługi,25.000.000 zł na jeden i wszystkie Wypadki Ubezpieczeniowe,25000000.0,,20/5/2010 – 19/5/2011,"planowany przez Ubezpieczającego na rok 2010: 63.160.000 zł | Stawki składki | 0,44‰ za OC ogólną i OC za produkt, | 0,52‰ za rozszerzoną OC za produkt i | 0,77‰ za koszty wycofania produktu | od obrotów zrealizowanych przez Ubezpieczającego w okresie ubezpieczenia | 0,44‰ za OC ogólną i OC za produkt, | 0,52‰ za rozszerzoną OC za produkt i | 0,77‰ za koszty wycofania produktu",63160000.0,,,minimalna i depozytowa:,,,"ODPOWIEDZIALNOŚĆ PRACODAWCY | Sublimit | Uwaga | 2.000.000 zł na jeden i wszystkie Wypadki Ubezpieczeniowe, nie więcej jednak niż 100.000 zł na jeden i wszystkie Wypadki Ubezpieczeniowe w odniesieniu do Szkód Rzeczowych doznanych przez Pracowników Ubezpieczającego | Odmiennie niż stanowi § 6 ust I pkt 8 b) ochrona ubezpieczeniowa w ramach niniejszej klauzuli obejmuje także Szkody Rzeczowe Pracowników Ubezpieczającego związane bezpośrednio z wykonywaniem obowiązków na jego rzecz. | PODRÓŻE SŁUŻBOWE – CAŁY ŚWIAT Z WŁĄCZENIEM USA I KANADY | SZKODY POWSTAŁE ZA GRANICĄ – ŚWIAT Z WYŁĄCZENIEM USA I KANADY | RZECZY POD KONTROLĄ: PKT. 1 PRACE PRZEŁADUNKOWE | 5.000.000 zł na jeden i wszystkie Wypadki Ubezpieczeniowe | POJAZDY NIE PODLEGAJĄCE OBOWIĄZKOWI UBEZPIECZENIA | ROZSZERZONA OC ZA PRODUKT: | KLAUZULA POŁĄCZENIA I ZMIESZANIA, | KLAUZULA SZKÓD SPOWODOWANYCH PRZEZ DALSZE PRZETWORZENIE I OBRÓBKĘ, | KLAUZULA KOSZTÓW USUNIĘCIA I ZASTĄPIENIA, | KLAUZULA MASZYNOWA. | Wspólny | Franszyza | redukcyjna","Wspólny | sublimit | Franszyza | redukcyjna | 5.000.000 zł na jeden i wszystkie Wypadki Ubezpieczeniowe | 10% minimum 30.000 zł na każdą szkodę | Ochrona ubezpieczeniowa udzielana w ramach klauzul rozszerzonej OC za produkt obejmuje koszty Osób Trzecich poniesione na wyszukanie wadliwych produktów Ubezpieczonego, nawet przed ich dalszym przetworzeniem lub zamontowaniem, połączeniem itp. | Odmiennie niż stanowi pkt 9 klauzuli kosztów usunięcia i zastąpienia ochrona ubezpieczeniowa obejmuje szkody wynikłe z konieczności usunięcia i zastąpienia części pojazdów mechanicznych. Niniejsze rozszerzenie ma zastosowanie wyłącznie w odniesieniu do kosztów usunięcia i zastąpienia, które nie są objęte ochroną na podstawie pkt 2.7.1. klauzuli ubezpieczenie kosztów wycofania produktu przez osobę trzecią. | Ochrona ubezpieczeniowa obejmuje szkody wyrządzone przez produkty wprowadzone do obrotu po 20/5/2007. | UBEZPIECZENIE KOSZTÓW WYCOFANIA PRODUKTU PRZEZ OSOBĘ TRZECIĄ | Franszyza redukcyjna | Postanowienie dodatkowe | EUR 1.000.000 na jeden i wszystkie Wypadki Ubezpieczeniowe | 100.000 zł na każdą szkodę | Do zakresu ubezpieczenia klauzuli ubezpieczenie kosztów wycofania produktu przez osobę trzecią dodany zostaje pkt 2.7.1 o następującej treści: | Ochrona ubezpieczeniowa obejmuje odpowiedzialność cywilną Ubezpieczonego za nakłady Osób Trzecich poniesione na usunięcie, demontaż lub odsłonięcie wadliwych produktów oraz na montaż, umocowanie lub położenie produktów pozbawionych wad. Jeżeli zamiast demontażu i montażu może zostać wykonana inna odpowiednia czynność (także mogąca posiadać znamiona poprawienia), wówczas HDI-Gerling Polska pokrywa koszty niezbędne dla wykonania tej czynności, jednakże maksymalnie do wysokości kwoty, która byłaby konieczna przy realizacji demontażu i montażu. Jednakże ochrona ubezpieczeniowa istnieje pod warunkiem, że osoba trzecia mogłaby skutecznie żądać od Ubezpieczonego pokrycia kosztów demontażu i montażu. HDI-Gerling Polska nie pokrywa powstałych kosztów w części, która stanowiłaby w przypadku demontażu i montażu stosunek kosztów dodatkowej dostawy, łącznie z kosztem transportu, do kosztów demontażu i montażu. | CZYSTE SZKODY MAJĄTKOWE | 2.000.000 zł na jeden i wszystkie Wypadki Ubezpieczeniowe | 5.000 zł na każdą szkodę powstałą na terytorium Polski | Z zastrzeżeniem franszyz wskazanych powyżej: | 20.000 zł na każdą szkodę powstałą poza terytorium Polski, | 3.000 zł na każdą Szkodę Rzeczową powstałą na terytorium Polski.",True,False,True,True,True,True,False,False,True
2010_polisa.docx,oc_zawodowe,,HDI-Gerling Polska Towarzystwo Ubezpieczeń S.A.,,,Trio Brokers Sp. z o.o.,"Odpowiedzialność cywilna podmiotów wykonujących doradztwo podatkowe za szkody wyrządzone w następstwie działania lub zaniechania ubezpieczonego, w okresie trwania ochrony ubezpieczeniowej, przy wykonywaniu czynności doradztwa podatkowego, o których mowa w art. 2 ust. 1 ustawy z dnia 5 lipca 1996 r. o doradztwie podatkowym | Czynności doradztwa podatkowego zgodnie z art. 2 ust. 1 Ustawy o doradztwie podatkowym, tj.: | Udzielanie podatnikom, płatnikom i inkasentom, na ich zlecenie lub na ich rzecz, porad, opinii i wyjaśnień z zakresu ich obowiązków podatkowych, | Prowadzenie, w imieniu i na rzecz podatników, płatników i inkasentów, ksiąg podatkowych i innych ewidencji do celów podatkowych oraz udzielanie im pomocy w tym zakresie (w tym także usługowe prowadzenie ksiąg rachunkowych), | Sporządzanie, w imieniu i na rzecz podatników, płatników i inkasentów, zeznań i deklaracji podatkowych lub udzielanie im pomocy w tym zakresie | Czynności doradcy podatkowego występującego jako pełnomocnik podatnika, płatnika, inkasenta oraz osób, o których mowa w art. 2 ust. 1a ustawy o doradztwie podatkowym w postępowaniu przed organami administracji publicznej w sprawach obowiązków podatkowych, | Czynności doradcy podatkowego występującego w charakterze pełnomocnika w postępowaniu w zakresie sądowej kontroli decyzji administracyjnych w sprawach dotyczących obowiązków podatkowych, w tym nieodpłatnie, | Czynności doradztwa podatkowego określone w art. 2 ust. 1 ustawy o doradztwie podatkowym wykonywane na rzecz osób trzecich odpowiedzialnych za zaległości podatkowe oraz następców prawnych podatników, płatników lub inkasentów w rozumieniu przepisów ustawy z dnia 29 sierpnia 1997 r. – Ordynacja podatkowa, | Działalność naukowo-dydaktyczna i szkoleniowa w zakresie doradztwa podatkowego i rachunkowości, | usługi doradztwa lub prowadzenia rozliczeń w zakresie innych zobowiązań publicznoprawnych.",,78021.0,Zawodowa odpowiedzialność cywilna,10.000 EURO na każdy Wypadek w okresie ubezpieczenia | 1.000.000 PLN na jeden i łącznie wszystkie Wypadki w okresie ubezpieczenia.,10000.0,,01.01.2010 r. do 31.12.2010 r.,,,,,16 000 PLN,16000.0,,,Wysokość Sumy Gwarancyjnej oraz Franszyzy Redukcyjnej jest ustalana według kursu średniego EURO po raz pierwszy ogłoszonego przez Narodowy Bank Polski w 2009 r.,False,True,False,False,False,False,False,False,False
2011 07 25 BU_Agromet polisa (2).docx,oc_produkt_lub_mieszane,110/1400442/14035/0/0,HDI Asekuracja Towarzystwo Ubezpieczeń S.A.,Agromet Sp. z o.o.,Agromet Sp. z o.o.,Brokers Union Sp. z o.o.,"Produkcja części do maszyn rolniczych: przekładnie kątowe, zębate, walcowe, kątowo-walcowe, łańcuchowe","Przekładnie kątowe, zębate, walcowe, kątowo-walcowe, łańcuchowe / Axis gears, toothed gears, cylindrical gears, cylindrical-axis gears, chain transmissions.",12830.0,Odpowiedzialność cywilna z tytułu prowadzonej działalności | i posiadanego mienia z włączeniem Odpowiedzialności za Produkt | i Wykonaną Usługę /General third party liability including Product Liability and Completed Operations Liability,2.200.000 PLN na jeden i wszystkie Wypadki /each and every Event and in the aggregate,2200000.0,Świat z włączeniem USA i Kanady/ Worldwide including USA and Canada,26.07.2011 - 25.07.2012,20.000.000 PLN w tym export/ including exports - 12.000.000 PLN,20000000.0,"0,75‰ | 1,50 ‰",0.75,15.000 PLN | 30.000 PLN | 45.000 PLN,15000.0,I rata w wysokości 11.250 PLN płatna do dnia 21.08.2011r. | II rata w wysokości 11.250 PLN płatna do dnia 08.11.2011r. | III rata w wysokości 11.250 PLN płatna do dnia 08.02.2012r. | IV rata w wysokości 11.250 PLN płatna do dnia 08.05.2012r.,"additional | clauses | ODPOWIEDZIALNOŚĆ PRACODAWCY/EMPLOYER’S LIABILITY | Sublimit | 500.000 PLN na jeden i wszystkie Wypadki / each and every Event and in the aggregate | RZECZY POD KONTROLĄ pkt 2 /THINGS UNDER CONTROL (point 2) | NAGŁE I NIEPRZEWIDZIANE SZKODY W ŚRODOWISKU – Z WYŁĄCZENIEM TRANSPORTU/ SUDDEN AND UNFORESEEN ENVIRONMENTAL DAMAGES – EXCLUDING TRANSPORT | CZYSTE SZKODY MAJĄTKOWE/ PURE FINANCIAL LOSSES | Franszyza Redukcyjna/ Deductible | 10% wartości szkody, min. 8.000 PLN na każdą szkodę/ 10% min 8.000 PLN for each loss | SZKODY POWSTAŁE ZA GRANICĄ – ŚWIAT Z WŁĄCZENIEM USA | I KANADY/ LOSSES INCURRED ABROAD – WORLDWIDE INCLUDING THE USA AND CANADA | Rozszerzona OC za produkt / Extended liability for the product | KLAUZULA POŁĄCZENIA I ZMIESZANIA/ MIXING AND BLENDING CLAUSE | KLAUZULA SZKÓD SPOWODOWANYCH PRZEZ DALSZE PRZETWARZANIE I OBRÓBKĘ/ DAMAGES CAUSED BY FURTHER WORKING ON AND PROCESSING CLAUSE | KLAUZULA KOSZTÓW USUNIĘCIA I ZASTĄPIENIA/ REMOVAL AND REPLACEMENT COSTS CLAUSE | łączny dla kl. 1-3/ Total sublimit for 1 -3 | Uwaga | 1.000.000 PLN na jeden i wszystkie Wypadki / each and every Event and in the aggregate | - 10% wartości szkody nie mniej niż 8.000 PLN na każdą szkodę na terenie RP/ 10% min 8.000 PLN for each loss in Poland | - 10% wartości szkody nie mniej niż 4.000 EUR na każdą szkodę na terenie poza Polską, USA i Kanadą/ 10% min 4.000 EUR for each loss in other countries of the world except Poland, USA, Canada | - 10% wartości szkody nie mniej niż 10.000 USD na każdą szkodę na terenie USA i Kanady/10% min 10.000 USD for each loss in USA and Canada | Odmiennie niż stanowi wyłączenie pkt 9 klauzuli kosztów usunięcia i zastąpienia, ochrona ubezpieczeniowa obejmuje szkody wynikłe z konieczności usunięcia, demontażu lub odsłonięcia oraz montażu, umocowania lub położenia części pojazdów mechanicznych. / Differently than stipulated in item 9 of removal and replacement costs clause, the insurance shall cover losses resulting from the necessity to remove, dismantle or uncover, and assemble, attach or place parts of mechanical vehicles. | POJAZDY NIE PODLEGAJĄCE OBOWIĄZKOWI UBEZPIECZENIA/ VEHICLES NOT SUBJECT TO MANDATORY INSURANCE | KLAUZULA REPREZENTANTÓW/REPRESENTATIVES CLAUSE | Franszyza Redukcyjna/ | deductible | 3.000 PLN na każdą szkodę Rzeczową na terenie Polski / for each property damage in Poland | 8.000 EUR na każdą szkodę Rzeczową poza Polską, USA i Kanadą/ for each property damage in other countries of the world except Poland, USA, Canada | 20.000 USD na każdą Szkodę na terytorium USA i Kanady/ for each property damage in USA and Canada","Ochrona Ubezpieczeniowa obejmuje odpowiedzialność cywilną Ubezpieczonego za podwykonawców, w zakresie zleconych im przez niego prac, zgodnie z punktem ubezpieczona działalność, z zachowaniem przez HDI Asekuracja TU S.A. prawa regresu do sprawcy szkody. / Insurance covers Insured’s liability for subcontractors in a scope of commissioned works consistent with the insurance business activity, however HDI Asekuracja TU S.A. keeps its right of recourse against every subcontractor. | HDI Asekuracja TU S.A. udziela ochrony ubezpieczeniowej na szkody powstałe na terytorium USA wraz z terytoriami zależnymi oraz Kanady pod warunkiem, że Ubezpieczony nie eksportuje bezpośrednio swoich wyrobów do tych krajów. Eksport bezpośredni do USA wraz z terytoriami zależnymi oraz Kanady wymaga każdorazowo zgłoszeniu do HDI Asekuracja TU S.A. w celu uzyskania akceptacji na pokrycie ubezpieczeniowe. / HDI Asekuracja TU SA provides coverage for damages occurred on the territory of the United States and its dependent territories and Canada, provided that the Insured does not export directly his products to these countries. Direct exports to the U.S. and its dependent territories, as well as Canada can be covered subject to prior notification to HDI Asekuracja TU SA and confirmation by the Insurer. | Klauzule brokerskie/ Broker’s clauses: | Klauzula stempla / The stamp clause - za datę opłacenia składki przyjmuje się datę obciążenia rachunku Ubezpieczającego, pod warunkiem, że znajduje się na nim wystarczająca ilość środków i dyspozycja przelewu została złożona w sposób prawidłowy/ the date of payment is considered the day the account of Policyholder was charged under provision, that there was enough money on the account and the transfer order was placed correctly. | Klauzula płatności ratalnej w przypadku szkody / Installment payment clause in case of damage - W przypadku wypłaty odszkodowania, Ubezpieczyciel nie jest uprawniony do potrącenia z kwoty odszkodowania rat jeszcze nie wymagalnych / in the case of payment of compensation, the Insurer is not entitled to deduct from the amount of compensation installments not yet due. | Klauzula jurysdykcji / Jurisdiction Clause - Strony umawiają się, że wszelkie ewentualne spory wynikające z umów ubezpieczenia rozpatrują sądy właściwe dla ubezpieczającego / Jurisdiction Clause - Claims under insurance contracts may be brought to courts having jurisdiction over the place of residence of Policyholder",True,False,True,True,True,True,False,True,True
2011-03-01_Łaszczuk i Wspólnicy_polisa.docx,oc_zawodowe,,HDI Asekuracja Towarzystwo Ubezpieczeń S.A.,Łaszczuk i Wspólnicy Sp.k.,"Łaszczuk i Wspólnicy Sp.k.,",Gras Savoye Polska Sp. z o.o.,Świadczenie pomocy prawnej,,76035.0,Zawodowa odpowiedzialność cywilna adwokatów i radców prawnych,20.000.000 PLN na jeden i wszystkie Wypadki w okresie ubezpieczenia,20000000.0,,01.03.2011 – 29.02.2012,,,,,34.000 PLN | 1.000 PLN,34000.0,,,"Ochrona ubezpieczeniowa obejmuje odpowiedzialność Ubezpieczonego za szkody wyrządzone przez jego podwykonawców w zakresie zleconych im przez niego prac (zgodnych z opisem w punkcie ubezpieczona działalność). HDI Asekuracja rezygnuje z prawa regresu, o którym jest mowa w art. 828 KC, w odniesieniu do podwykonawców współpracujących z Ubezpieczonym na podstawie umów cywilnoprawnych, którzy nie są Ubezpieczonymi | Zgodnie z § 2 ust. 5 warunków ubezpieczenia odpowiedzialności cywilnej zawodowej ochrona ubezpieczeniowa obejmuje roszczenia z tytułu szkód osób trzecich powstałych w wyniku nieprawidłowej edycji dokumentów oraz utraty, zniekształcenia, uszkodzenia lub niewłaściwego przesyłania informacji, a w tym drogą elektroniczną (e-mail) lub w wyniku włamania przez osoby trzecie do systemu informatycznego Ubezpieczonego. | Strony uzgodniły, że wyłączenia określone w paragrafie 5 ust 1 pkt c), d) warunków ubezpieczenia nie dotyczą roszczeń z tytułu uchybień polegających na nieumyślnym nieopłaceniu wpisu sądowego, bądź wadliwym dokonaniu lub zaniechaniu dokonania opłat stanowiących element świadczonej usługi pomocy prawnej. | Wyłączenie § 5 ust. 1 pkt c) nie dotyczy szkód wynikłych z wadliwego świadczenia usług pomocy prawnej w zakresie transakcji pieniężnych, transakcji dotyczących gruntów i innych transakcji gospodarczych, które objęte są zakresem ubezpieczenia. | HDI Asekuracja TU S.A. pokryje Koszty wykonania przez Ubezpieczonego zarządzenia tymczasowego sądu o zabezpieczeniu roszczenia o naprawienie szkody, w tym przez złożenie do depozytu sądowego sumy pieniężnej, w części proporcjonalnej do udziału Ubezpieczyciela w świadczeniu odszkodowawczym, nie więcej jednak niż do wysokości sublimitu 200.000 PLN na jeden i wszystkie Wypadki. Jeżeli świadczenie roszczenia zostanie zwolnione, w szczególności zostanie zwrócony depozyt, Ubezpieczony jest zobowiązany niezwłocznie zwrócić Ubezpieczycielowi odzyskane koszty w zakresie, w jakim zostały wcześniej przez Ubezpieczyciela zapłacone. | Odmiennie niż stanowi § 1 warunków ubezpieczenia roszczenia o odtworzenie uszkodzonych, zniszczonych lub utraconych akt i innych dokumentów związanych z wykonywaniem działalności zawodowej, objęte są ochroną ubezpieczeniową do wysokości sumy gwarancyjnej. | Koszty pomocy prawnej o których mowa w paragrafie 7 pkt 9 warunków ubezpieczenia, obejmują również koszty powstałe w postępowaniu administracyjnym, a także w postępowaniu karnym lub dyscyplinarnym, jeżeli mają one związek z ustaleniem odpowiedzialności Ubezpieczonego za szkodę objętą ubezpieczeniem. | Paragraf 5 ust. 3 warunków ubezpieczenia otrzymuje brzmienie: ""Roszczenie o zwrot wynagrodzenia otrzymanego za sprawę, podczas prowadzenia której doszło do uchybienia, nie jest objęte ochroną ubezpieczeniową.” | Ochrona ubezpieczeniowa obejmuje również roszczenia z tytułu naruszenia obowiązku zachowania tajemnicy zawodowej. | Ochrona ubezpieczeniowa obejmuje, w zakresie wynikającym z niniejszej umowy, także odpowiedzialność cywilną Ubezpieczającego z tytułu uchybień zawodowych popełnionych przez osoby świadczące usługi zawodowe na jego rzecz, a które w momencie zgłoszenia roszczenia nie współpracują już z Ubezpieczającym. | Paragraf 6 Warunków Ubezpieczenia Odpowiedzialności Cywilnej Zawodowej zostaje usunięty a w jego miejsce stosuje się postanowienia niniejszej klauzuli: | KLAUZULA CLAIMS MADE | § 1. Zakres czasowy ochrony ubezpieczeniowej | HDI Asekuracja TU S.A. obejmuje ochroną ubezpieczeniową odpowiedzialność cywilną Ubezpieczonego wynikającą z roszczeń wniesionych w okresie ubezpieczenia. | Przez roszczenie rozumie się: | jakiekolwiek pisemne żądanie ze strony jakiejkolwiek osoby wyrażające zamiar tej osoby przypisania Ubezpieczonemu odpowiedzialności za szkodę objętą ubezpieczeniem, | jakikolwiek proces lub jakiekolwiek postępowanie przeciwko Ubezpieczonemu o odszkodowanie. | § 2. Warunek istnienia ochrony | Warunkiem istnienia ochrony ubezpieczeniowej jest zawiadomienie przez Ubezpieczonego w formie pisemnej HDI Asekuracja TU S.A. tak szybko jak to jest możliwe, o wszelkich roszczeniach zgłoszonych wobec Ubezpieczonego w trakcie okresu ubezpieczenia lub w trakcie dodatkowego okresu zgłaszania roszczeń (jeżeli ma on zastosowanie). | Jeżeli w trakcie okresu ubezpieczenia lub w trakcie dodatkowego okresu zgłaszania roszczeń (jeżeli taki ma zastosowanie) zostało przekazane HDI Asekuracja TU S.A. pisemne zawiadomienie o roszczeniu stosownie do postanowień i warunków niniejszej umowy ubezpieczenia, to wtedy jakiekolwiek roszczenie wynikające z, oparte na lub związane z faktami powołanymi w roszczeniu, którego dotyczy zawiadomienie lub powołujące się na jakiekolwiek uchybienie, które jest tożsame lub związane z jakimkolwiek uchybieniem powołanym w roszczeniu, którego dotyczy zawiadomienie, będzie uważane za zgłoszone wobec ubezpieczonego w momencie dokonania pierwszego zawiadomienia. | Jeżeli w trakcie okresu ubezpieczenia lub w trakcie dodatkowego okresu zgłaszania roszczeń (jeżeli taki ma zastosowanie) Ubezpieczony dowie się o jakichkolwiek okolicznościach, w odniesieniu do których można w sposób uzasadniony przypuszczać, że mogą stać się podstawą roszczenia skierowanego przeciwko Ubezpieczonemu oraz przekaże HDI Asekuracja TU S.A. pisemne zawiadomienie o tych okolicznościach oraz powodach, dla których należy się spodziewać takiego roszczenia, wraz ze wszystkimi szczegółami co do dat i zaangażowanych osób, to w takiej sytuacji jakiekolwiek późniejsze roszczenie zgłoszone wobec Ubezpieczonego, i o którym to roszczeniu został powiadomiony HDI Asekuracja TU S.A. – powołujące się na, lub oparte na takich okolicznościach, bądź też wynikające z, lub pozostające w związku z takimi okolicznościami, bądź też powołujące się na jakiekolwiek uchybienie, które jest tożsame lub związane z jakimkolwiek uchybieniem odnoszącym się do tych okoliczności – będzie uważane za zgłoszone w momencie dokonania pierwszego zawiadomienia o takich okolicznościach. | § 3. Data retroaktywna | Ochrona ubezpieczeniowa obejmuje wyłącznie roszczenia wynikające z uchybień popełnionych po dniu wskazanym w polisie jako retroaktywna data początku ochrony. | § 4. Dodatkowy okres zgłaszania roszczeń | Jeżeli umowa ubezpieczenia tak stanowi, wprowadza się dodatkowy okres zgłaszania roszczeń o długości wskazanej w polisie, następujący bezpośrednio po wygaśnięciu niniejszej umowy ubezpieczenia na skutek braku jej odnowienia przez którąkolwiek ze stron i pod warunkiem nie zawarcia przez Ubezpieczonego w tym okresie umowy ubezpieczenia z innym ubezpieczycielem, w którym to okresie mogą być składane HDI Asekuracja TU S.A. pisemne zawiadomienia o skierowanych po raz pierwszy przeciwko ubezpieczonemu podczas tego okresu roszczeń wynikających ze wszelkich uchybień, które miały miejsce przed zakończeniem okresu ubezpieczenia oraz podlegają ubezpieczeniu na podstawie niniejszych warunków ubezpieczenia. | Jeżeli Ubezpieczony po wygaśnięciu niniejszej polisy zawrze umowę ubezpieczenia z innym Ubezpieczycielem, dodatkowy okres zgłaszania roszczeń przysługuje, o ile retroaktywna data początku ochrony w tej nowej umowie będzie odpowiadała co najmniej początkowi okresu ubezpieczenia pierwszej polisy zawartej w HDI Asekuracja TU S.A. Jednakże w takim przypadku odpowiedzialność HDI Asekuracja TU S.A ograniczy się wyłącznie do roszczeń, które nie są objęte ochroną w ramach umowy zawartej z kolejnym ubezpieczycielem. | Wszelkie roszczenia zgłoszone w trakcie dodatkowego okresu zgłaszania roszczeń będą uważane za zgłoszone w trakcie okresu ubezpieczenia bezpośrednio poprzedzającego dodatkowy okres zgłaszania roszczeń. | § 5. Odesłanie do umowy ubezpieczenia | O ile niniejsza klauzula nie stanowi inaczej stosuje się postanowienia umowy ubezpieczenia. | Warunki ubezpieczenia | Warunki ubezpieczenia odpowiedzialności cywilnej zawodowej oraz klauzula odpowiedzialność z tytułu prowadzenia biura wraz z warunkami ubezpieczenia odpowiedzialności cywilnej.",False,True,False,False,False,False,False,True,False
2011.05.05_4amArchitekci_polisa.docx,oc_zawodowe,,HDI Asekuracja Towarzystwo Ubezpieczeń S.A.,4 a.m. ARCHITEKCI,4 a.m. ARCHITEKCI,Iwona Siarkiewicz,"Projektowanie z zakresu: | urbanistyki, | architektury, | konstrukcji budowlanych, | drogownictwa, | instalacji wodno-kanalizacyjnych, centralnego ogrzewania, gazu, klimatyzacji, elektrycznych, oświetlenia, przeciwpożarowych, niskoprądowych, | architektury wnętrz, | terenów zielonych, | modernizacje budynków, | drogownictwo, | źródła ciepła. | Sprawowanie nadzoru autorskiego.",,77001.0,Odpowiedzialność cywilna zawodowa z tytułu wykonywania zawodu projektanta.,1.000.000 PLN na jeden i na wszystkie Wypadki,1000000.0,Polska,Od dnia 20 kwietnia 2011 r. do dnia 19 kwietnia 2012 r.,1.000.000 PLN,1000000.0,9 ‰,9.0,9.000 PLN,9000.0,I rata w wysokości 2.250 PLN jest płatna do dnia 23.05.2011 r. | II rata w wysokości 2.250 PLN jest płatna do dnia 23.08.2011 r. | III rata w wysokości 2.250 PLN jest płatna do dnia 23.11.2011 r. | IV rata w wysokości 2.250 PLN jest płatna do dnia 23.02.2012 r.,"OC ARCHITEKTÓW, PROJEKTANTÓW I OSÓB WYKONUJĄCYCH ZAWODY TECHNICZNE | OC Z TYTUŁU PROWADZENIA BIURA | W § 2 pkt 2 skreśleniu ulega zwrot „spowodowanych przez pożar, wybuch oraz wodę wodociągową i ścieki” | Dodatkowa 500.000 PLN na jeden i wszystkie Wypadki | ZNISZCZENIE I UTRATA DOKUMENTÓW | Sublimit | Franszyza redukcyjna | 500.000 PLN na jeden i wszystkie Wypadki | 2.500 PLN w każdej szkodzie | odpowiedzialność cywilna zawodowa: | 20.000 PLN na każdą Szkodę Rzeczową lub Czystą Szkodę Majątkową","Ochroną ubezpieczeniową objęta jest odpowiedzialność Ubezpieczonego za szkody wyrządzone przez jego podwykonawców w zakresie zleconych im prac zgodnych z ubezpieczona działalnością, jednakże HDI Asekuracja zachowuje prawo regresu wobec podwykonawców. Prawo regresu zostaje wyłączone w stosunku do osób fizycznych współpracujących z Ubezpieczonym na podstawie umowy o dzieło lub innej umowy cywilnoprawnej. | HDI Asekuracja pokryje Koszty wykonania przez Ubezpieczonego zarządzenia tymczasowego sądu o zabezpieczeniu roszczenia o naprawienie szkody, w tym przez złożenie do depozytu sądowego sumy pieniężnej, w części proporcjonalnej do udziału Ubezpieczyciela w świadczeniu odszkodowawczym, nie więcej jednak niż do wysokości sublimitu 200.000 PLN na jeden i wszystkie Wypadki. Jeżeli świadczenie roszczenia zostanie zwolnione, w szczególności zostanie zwrócony depozyt, Ubezpieczony jest zobowiązany niezwłocznie zwrócić Ubezpieczycielowi odzyskane koszty w zakresie, w jakim zostały wcześniej przez Ubezpieczyciela zapłacone. | HDI Asekuracja udziela ochrony ubezpieczeniowej w zakresie szkód wynikłych w związku z przekroczeniem planowanego terminu budowy oraz innych terminów, o ile stanowią one następstwo szkody wynikłej z uchybienia Ubezpieczonego, objętej zakresem ubezpieczenia. Wyłączenie § 3 ust. 1 pkt a) klauzuli OC architektów, projektantów i osób wykonujących zawody techniczne dotyczy przekroczenia planowanego terminu budowy oraz innych terminów jako takich. | HDI Asekuracja udziela ochrony ubezpieczeniowej w zakresie szkód wynikłych w związku z przekroczeniem ustalonych kosztów, o ile stanowią one następstwo szkody wynikłej z uchybienia Ubezpieczonego, objętej zakresem ubezpieczenia. Wyłączenie § 3 ust. 1 pkt b) klauzuli OC architektów, projektantów i osób wykonujących zawody techniczne dotyczy przekroczenia ustalonych kosztów jako takich. | Szkody wyrządzone wskutek rażącego niedbalstwa Ubezpieczonego są objęte ochroną ubezpieczeniową. | HDI Asekuracja obejmuje ochroną ubezpieczeniową odpowiedzialność cywilną Ubezpieczonego za roszczenia regresowe zgłoszone mu z tytułu kar umownych, do zapłacenia których zobowiązane były osoby trzecie, o ile stanowią one następstwo szkody wynikłej z uchybienia Ubezpieczonego, objętej zakresem ubezpieczenia. W tym zakresie nie ma zastosowania wyłączenie kar umownych zawarte w § 6 ust. II pkt 8 Warunków Ubezpieczenia Odpowiedzialności Cywilnej",False,True,False,False,False,False,True,True,False
